Transcript,valence,arousal,dominance,emotion,original_emotion,Audio_Uttrance_Path
What?  This beautiful and sacred thing - love?,3.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M012.wav
Yes.  Meaning just that.,3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F010.wav
"Well what does it all mean?  That's what I ask myself in my quest for ultimate truth.  Dear God, what does it all mean?",4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M013.wav
Don't laugh at me.  I'm being serious.,4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F011.wav
"Oh darling, you mustn't be serious.  It's just what they want.",4.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M014.wav
Who's they?,3.5,2.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F012.wav
"All of those futile moralists who make life unbearable.  You have to laugh at them, be flippant.",3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M015.wav
"You know, flippancy brings out the acid in their darned, light and sweetness.",3.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M016.wav
"you know if I laugh at everything then I must laugh at us, too.",4.0,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F013.wav
Oh of course.  We are figures of fun.  All right.,4.0,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M017.wav
"How long with it last, this ludicrous overbearing love of ours?",4.0,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F014.wav
Who knows?,4.0,3.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M018.wav
Shall we always want to bicker and fight?,4.0,2.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F015.wav
Oh no.  That fire will fade along with our passion.,3.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M019.wav
"Oh dear, should we like that?",4.0,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F016.wav
Well it depends on how well we've played.,3.5,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M020.wav
What happens if one of us dies?  Does the other one still laugh?,3.0,3.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F017.wav
Yes.  Yes with all of his might.,4.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M021.wav
"Well that's serious enough, isn't it?",2.5,3.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F018.wav
"No, no, no, no. no.  Death is a very laughable thing.  It's a cunning little mystery, it's all done with mirrors.",3.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M022.wav
I think you are talking nonsense.,4.0,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F019.wav
"Oh.  So is everyone, in the long run.",3.5,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M023.wav
"Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",4.5,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M024.wav
[LAUGHTER],4.0,4.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F020.wav
Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,4.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M025.wav
"Oh Elliott, worms don't pop.",4.0,3.0,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F021.wav
"Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best.",4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M026.wav
"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",4.0,3.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F022.wav
Do you remember that awful scene we had in Venice?,4.0,3.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M027.wav
Which particular one?,3.5,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F023.wav
The one where you put that tiny painted wooden snake in my bed.,3.5,3.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M028.wav
"Oh Charles, that was his name.  He did wiggle so beautifully.",5.0,4.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F024.wav
[GARBAGE],3.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M029.wav
It was a terrible thing.  I hated it.,3.0,2.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M030.wav
I know you did.  You threw him out the window into the Grand Canal.  I'll never forgive you for that.,4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F025.wav
How long did that row last?,3.5,2.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M031.wav
It went on intermittently for days.,3.5,2.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F026.wav
Uh huh.,4.0,2.0,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M032.wav
But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,3.5,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M033.wav
"Oh And it burnt my comb, too, and all of those towels in the bathroom.",3.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F027.wav
"That was a rouser, wasn't it?",4.0,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M034.wav
[LAUGHTER] That was the first time you hit me.,3.5,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F028.wav
I did not hit you very hard.,3.5,3.0,1.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M035.wav
"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.",4.0,4.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F029.wav
[LAUGHTER] I'll never forget his face. [LAUGHTER],4.0,4.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M036.wav
[LAUGHTER] We were very much younger then.,4.0,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M037.wav
[LAUGHTER] And very much sillier.,4.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F030.wav
However I believe the real cause of that row was Peter Burden.,3.0,2.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_M038.wav
Oh.  You knew there was nothing in that.,3.0,3.0,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script03_1/Ses01F_script03_1_F031.wav
"Look at this, all of the hairs are standing up on my arm.",4.5,3.5,2.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M000.wav
That's the wind.,3.0,1.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F000.wav
"Well, so, what do you think?",4.5,2.5,2.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M001.wav
About what?,2.5,2.0,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F001.wav
About what I was saying.,3.5,2.5,2.0,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M002.wav
I think it's ridiculous.,2.5,2.5,2.5,Angry,Other annoyed,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F002.wav
It certainly is not.  It's slightly exaggerated scientific fact.,3.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M003.wav
It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,2.5,3.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F003.wav
"Not just me, look at all of these people.",2.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M004.wav
"Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",2.5,3.5,2.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F004.wav
"Are we talking about the same thing, here?",3.0,2.5,2.0,Neutral,Surprise,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M005.wav
"I'm sorry, it's just fish to me.",2.5,2.5,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F005.wav
"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",3.0,2.0,1.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M006.wav
"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",1.5,4.5,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F006.wav
"Well then, what's bugging you?",3.0,3.0,1.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M007.wav
We just have different ideas of what this night is supposed to look like.,1.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F007.wav
"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",2.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M008.wav
"For God- Grow up, Augie.  The fish are not going to arrive.",1.5,3.0,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F008.wav
Why not?,2.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M009.wav
Because they never do.  Have they...Have they ever?,2.0,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F009.wav
We've missed them twice.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M010.wav
Twice is every time we have tried; that's ever.,2.0,3.5,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F010.wav
They'll show up this time.,3.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M011.wav
No they won't.  It's like waiting for Santa Claus.,2.0,4.0,3.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F011.wav
I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,1.5,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F012.wav
I thought you wanted to see it.,2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M012.wav
You don't understand anything I am saying.,1.5,1.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F013.wav
No. Of course not.,2.5,3.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M013.wav
"I did want to see it, I still do, I always do.  I just...",2.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F014.wav
"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",1.5,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F015.wav
"It's just fish, it's nothing to get traumatized over.",2.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M014.wav
"For God's sake, this is not about fish.",1.5,4.5,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F016.wav
Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,2.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M015.wav
"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",2.5,2.5,2.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M016.wav
"Okay.  So I am putting out the pets, getting the car out of the garage.",2.5,2.5,2.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M017.wav
Do you remember the first year we came here?  It was like four years after we got married.,2.5,2.0,2.0,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F017.wav
"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",2.5,2.0,2.5,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F018.wav
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",3.0,2.5,2.5,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F019.wav
"Wait a minute, I got it.",3.0,2.5,3.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M018.wav
"Drinking champagne from the bottle,",3.5,2.5,2.0,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F020.wav
"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",3.0,3.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M019.wav
dancing barefoot in the sand.,3.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F021.wav
"That's what it is?  Right?  You want this to be like the other time, right?",2.5,2.5,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M020.wav
I'd rather not remember some things.  I'd rather not hope for some things.,2.0,1.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F022.wav
Sure.  All right.  Okay.,3.0,2.5,1.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M021.wav
"Listen, do you want to dance?",3.5,2.5,1.5,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M022.wav
No.,2.0,1.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F023.wav
Do you want me to go get some champagne?,3.5,2.5,2.0,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M023.wav
No.,4.0,2.0,2.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F024.wav
Do you want to take off your shoes?,4.0,2.5,2.0,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M024.wav
"No, no. Nothing.",4.0,2.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F025.wav
Then what?,2.5,3.0,2.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M025.wav
Do you want to get married again?,3.5,2.5,1.5,Happy,Happiness,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M026.wav
No.,4.0,1.5,3.0,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_F026.wav
What?  What?  Do you want a divorce?,2.5,2.5,1.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session1/Audio_Uttrances/Ses01F_script02_2/Ses01F_script02_2_M027.wav
